Chr,gene_symbol,tissue,fold_change,p_value,regulation,detecting_method,pubMed_ID
22,MAPK1,prefrontal cortex,0.19,0.000000618,UP,microarray transcriptomics,26793951
16,MAPK3,prefrontal cortex,0.26,0.00000279,UP,microarray transcriptomics,26793951
1,MAPKAPK2,prefrontal cortex,0.39,0.000932,UP,RNA-Seq,26793951
12,MAPKAPK5,prefrontal cortex,-0.23,0.00075,DOWN,RNA-Seq,26793951
18,MAPRE2,prefrontal cortex,-0.26,0.000314,DOWN,RNA-Seq,26793951
6,MAS1,prefrontal cortex,-0.91,0.000134,DOWN,RNA-Seq,26793951
14,MAX,prefrontal cortex,0.23,0.00224,UP,RNA-Seq,26793951
6,MB21D1,prefrontal cortex,0.46,0.0027,UP,RNA-Seq,26793951
2,MBD5,prefrontal cortex,0.46,0.000742,UP,Microarray,26793951
X,MBTPS2,prefrontal cortex,-0.38,0.000294,DOWN,RNA-Seq,26793951
2,MCEE,prefrontal cortex,-0.28,0.00154,DOWN,RNA-Seq,26793951
10,MCU,prefrontal cortex,-0.09,0.00541,DOWN,microarray transcriptomics,26793951
18,ME2,prefrontal cortex,-0.29,0.0000643,DOWN,RNA-Seq,26793951
X,MED14,prefrontal cortex,-0.42,0.000000304,DOWN,RNA-Seq,26793951
12,MED21,prefrontal cortex,0.4,0.000843,UP,Microarray,26793951
19,MED26,prefrontal cortex,0.21,0.00299,UP,RNA-Seq,26793951
19,MED29,prefrontal cortex,-0.24,0.000363,DOWN,RNA-Seq,26793951
19,MEF2B,prefrontal cortex,0.79,0.000068,UP,RNA-Seq,26793951
19,MEGF8,prefrontal cortex,0.25,0.000166,UP,Microarray,26793951
7,MEPCE,prefrontal cortex,0.25,0.00267,UP,RNA-Seq,26793951
17,METRNL,prefrontal cortex,0.54,0.0000763,UP,RNA-Seq,26793951
17,METTL2A,prefrontal cortex,-0.23,0.0031,DOWN,RNA-Seq,26793951
12,METTL7B,prefrontal cortex,0.66,0.0000657,UP,RNA-Seq,26793951
1,MEX3A,prefrontal cortex,0.53,0.000481,UP,RNA-Seq,26793951
3,MFN1,prefrontal cortex,-0.3,0.000321,DOWN,RNA-Seq,26793951
1,MFN2,prefrontal cortex,-0.1,0.00016,DOWN,microarray transcriptomics,26793951
4,MFSD8,prefrontal cortex,-0.31,0.00204,DOWN,RNA-Seq,26793951
5,MGAT1,prefrontal cortex,0.3,0.000048,UP,RNA-Seq,26793951
14,MGAT2,prefrontal cortex,0.28,0.000569,UP,Microarray,26793951
-,MGC21874,prefrontal cortex,0.37,0.000225,UP,Microarray,26793951
-,MGC3771,prefrontal cortex,-0.32,0.000578,DOWN,Microarray,26793951
19,MIA,prefrontal cortex,1.06,0.00000779,UP,RNA-Seq,26793951
6,MICB,prefrontal cortex,0.66,0.000102,UP,RNA-Seq,26793951
10,MICU1,prefrontal cortex,-0.08,0.00559,DOWN,microarray transcriptomics,26793951
19,MIER2,prefrontal cortex,0.26,0.00131,UP,RNA-Seq,26793951
19,MKNK2,prefrontal cortex,0.67,0.000028,UP,RNA-Seq,26793951
16,MLKL,prefrontal cortex,0.9,0.00000249,UP,RNA-Seq,26793951
2,MLPH,prefrontal cortex,0.98,0.0000164,UP,RNA-Seq,26793951
16,MLYCD,prefrontal cortex,0.37,0.000429,UP,Microarray,26793951
16,MLYCD,prefrontal cortex,-0.11,0.00169,DOWN,microarray transcriptomics,26793951
1,MMACHC,prefrontal cortex,-0.45,0.0000532,DOWN,RNA-Seq,26793951
1,MMP23B,prefrontal cortex,0.86,0.000036,UP,RNA-Seq,26793951
11,MMP3,prefrontal cortex,-0.9,0.00015,DOWN,RNA-Seq,26793951
20,MMP9,prefrontal cortex,1.16,0.000000936,UP,RNA-Seq,26793951
11,MOB2,prefrontal cortex,0.33,0.00107,UP,RNA-Seq,26793951
19,MOB3A,prefrontal cortex,0.31,0.0014,UP,RNA-Seq,26793951
6,MOCS1,prefrontal cortex,-0.13,0.000102,DOWN,microarray transcriptomics,26793951
X,MPP1,prefrontal cortex,-0.13,0.000242,DOWN,microarray transcriptomics,26793951
16,MPV17L,prefrontal cortex,-0.55,0.0000153,DOWN,RNA-Seq,26793951
1,MPZ,prefrontal cortex,0.41,0.000233,UP,RNA-Seq,26793951
3,MRAS,prefrontal cortex,0.45,0.00023,UP,RNA-Seq,26793951
3,MRAS,prefrontal cortex,0.41,0.000343,UP,Microarray,26793951
10,MRC1L1,prefrontal cortex,0.72,0.00181,UP,RNA-Seq,26793951
8,MROH6,prefrontal cortex,0.6,0.000556,UP,RNA-Seq,26793951
6,MRPL2,prefrontal cortex,-0.32,0.000221,DOWN,Microarray,26793951
7,MRPL32,prefrontal cortex,-0.3,0.00015,DOWN,RNA-Seq,26793951
17,MRPL38,prefrontal cortex,0.3,0.0026,UP,RNA-Seq,26793951
15,MRPL46,prefrontal cortex,-0.1,0.00286,DOWN,microarray transcriptomics,26793951
1,MRPL9,prefrontal cortex,-0.12,0.000324,DOWN,microarray transcriptomics,26793951
10,MRPS16,prefrontal cortex,-0.26,0.00105,DOWN,RNA-Seq,26793951
21,MRPS6,prefrontal cortex,0.77,0.000000453,UP,RNA-Seq,26793951
11,MS4A6A,prefrontal cortex,0.7,0.0012,UP,RNA-Seq,26793951
2,MSH2,prefrontal cortex,-0.31,0.00000966,DOWN,RNA-Seq,26793951
1,MSTO1,prefrontal cortex,-0.27,0.0028,DOWN,RNA-Seq,26793951
4,MSX1,prefrontal cortex,0.6,0.000388,UP,RNA-Seq,26793951
16,MT1A,prefrontal cortex,0.7,0.00203,UP,RNA-Seq,26793951
16,MT1E,prefrontal cortex,0.58,0.000794,UP,RNA-Seq,26793951
16,MT1F,prefrontal cortex,0.82,0.00000925,UP,RNA-Seq,26793951
16,MT1G,prefrontal cortex,0.68,0.000664,UP,RNA-Seq,26793951
16,MT1M,prefrontal cortex,0.71,0.000146,UP,RNA-Seq,26793951
16,MT1X,prefrontal cortex,0.57,0.00287,UP,RNA-Seq,26793951
16,MT2A,prefrontal cortex,0.69,0.0000764,UP,RNA-Seq,26793951
16,MT3,prefrontal cortex,-0.32,0.00085,DOWN,microarray transcriptomics,26793951
8,MTBP,prefrontal cortex,-0.5,0.0000949,DOWN,RNA-Seq,26793951
11,MTCH2,prefrontal cortex,-0.29,0.000141,DOWN,RNA-Seq,26793951
5,MTMR12,prefrontal cortex,0.13,0.0000595,UP,microarray transcriptomics,26793951
8,MTMR7,prefrontal cortex,-0.37,0.00169,DOWN,RNA-Seq,26793951
8,MTMR9,prefrontal cortex,-0.26,0.00206,DOWN,RNA-Seq,26793951
-,MT-ND6,prefrontal cortex,0.64,0.00134,UP,RNA-Seq,26793951
6,MTO1,prefrontal cortex,0.32,0.000823,UP,Microarray,26793951
10,MTPAP,prefrontal cortex,-0.17,0.00251,DOWN,RNA-Seq,26793951
1,MTR,prefrontal cortex,-0.42,0.0000355,DOWN,RNA-Seq,26793951
16,MTSS1L,prefrontal cortex,0.41,0.00143,UP,RNA-Seq,26793951
5,MTX3,prefrontal cortex,-0.61,0.00252,DOWN,RNA-Seq,26793951
5,MTX3,prefrontal cortex,-0.12,0.00355,DOWN,microarray transcriptomics,26793951
8,MYC,prefrontal cortex,0.63,0.000294,UP,Microarray,26793951
15,MYEF2,prefrontal cortex,-0.28,0.000812,DOWN,RNA-Seq,26793951
20,MYLK2,prefrontal cortex,-0.69,0.0000815,DOWN,RNA-Seq,26793951
17,MYO1D,prefrontal cortex,-0.13,0.00386,DOWN,microarray transcriptomics,26793951
19,MYO1F,prefrontal cortex,0.52,0.000886,UP,RNA-Seq,26793951
1,MYSM1,prefrontal cortex,-0.36,0.000839,DOWN,RNA-Seq,26793951
5,MZB1,prefrontal cortex,0.78,0.000589,UP,RNA-Seq,26793951
12,NAA25,prefrontal cortex,-0.41,0.000687,DOWN,RNA-Seq,26793951
9,NAA35,prefrontal cortex,-0.22,0.0019,DOWN,RNA-Seq,26793951
12,NAB2,prefrontal cortex,-0.23,0.000203,DOWN,Microarray,26793951
9,NACC2,prefrontal cortex,0.36,0.00198,UP,RNA-Seq,26793951
1,NADK,prefrontal cortex,0.26,0.00000531,UP,RNA-Seq,26793951
4,NAF1,prefrontal cortex,-0.36,0.000586,DOWN,RNA-Seq,26793951
2,NAGK,prefrontal cortex,0.13,0.000165,UP,microarray transcriptomics,26793951
17,NAGS,prefrontal cortex,0.56,0.000458,UP,RNA-Seq,26793951
13,NALCN,prefrontal cortex,-0.29,0.00119,DOWN,RNA-Seq,26793951
19,NANOS2,prefrontal cortex,1.29,5.94E-08,UP,RNA-Seq,26793951
4,NAP1L5,prefrontal cortex,-0.2,0.000669,DOWN,microarray transcriptomics,26793951
19,NAPSA,prefrontal cortex,0.53,0.000885,UP,RNA-Seq,26793951
12,NAV3,prefrontal cortex,-0.25,0.000983,DOWN,RNA-Seq,26793951
7,NCF1,prefrontal cortex,0.58,0.00202,UP,RNA-Seq,26793951
22,NCF4,prefrontal cortex,0.54,0.00297,UP,RNA-Seq,26793951
11,NCR3LG1,prefrontal cortex,-0.72,0.000686,DOWN,RNA-Seq,26793951
12,NDUFA12,prefrontal cortex,-0.1,0.000059,DOWN,microarray transcriptomics,26793951
7,NDUFA4,prefrontal cortex,-0.12,0.000235,DOWN,microarray transcriptomics,26793951
19,NDUFA7,prefrontal cortex,-0.14,0.000439,DOWN,microarray transcriptomics,26793951
9,NDUFA8,prefrontal cortex,-0.14,0.00000568,DOWN,microarray transcriptomics,26793951
12,NDUFA9,prefrontal cortex,-0.1,0.000688,DOWN,microarray transcriptomics,26793951
16,NDUFAB1,prefrontal cortex,-0.26,0.00199,DOWN,microarray transcriptomics,26793951
14,NDUFB1,prefrontal cortex,-0.14,0.0014,DOWN,microarray transcriptomics,26793951
X,NDUFB11,prefrontal cortex,-0.08,0.00404,DOWN,microarray transcriptomics,26793951
2,NDUFB3,prefrontal cortex,-0.13,0.0013,DOWN,microarray transcriptomics,26793951
3,NDUFB5,prefrontal cortex,-0.13,0.000802,DOWN,microarray transcriptomics,26793951
19,NDUFB7,prefrontal cortex,-0.08,0.00339,DOWN,microarray transcriptomics,26793951
11,NDUFC2,prefrontal cortex,-0.17,0.0000258,DOWN,microarray transcriptomics,26793951
2,NDUFS1,prefrontal cortex,-0.35,0.000286,DOWN,RNA-Seq,26793951
2,NDUFS1,prefrontal cortex,-0.1,0.00353,DOWN,microarray transcriptomics,26793951
5,NDUFS4,prefrontal cortex,-0.1,0.000966,DOWN,microarray transcriptomics,26793951
1,NDUFS5,prefrontal cortex,-0.14,0.000119,DOWN,microarray transcriptomics,26793951
11,NDUFV1,prefrontal cortex,-0.11,0.000541,DOWN,microarray transcriptomics,26793951
18,NDUFV2,prefrontal cortex,-0.09,0.00291,DOWN,microarray transcriptomics,26793951
13,NEK3,prefrontal cortex,-0.41,0.000887,DOWN,Microarray,26793951
1,NEK7,prefrontal cortex,0.13,0.00000356,UP,microarray transcriptomics,26793951
17,NF1,prefrontal cortex,-0.26,0.000283,DOWN,RNA-Seq,26793951
14,NFATC4,prefrontal cortex,0.5,0.000486,UP,RNA-Seq,26793951
9,NFIL3,prefrontal cortex,0.58,0.0000587,UP,RNA-Seq,26793951
10,NFKB2,prefrontal cortex,0.71,0.00000995,UP,RNA-Seq,26793951
14,NFKBIA,prefrontal cortex,0.53,0.0000796,UP,RNA-Seq,26793951
14,NFKBIA,prefrontal cortex,0.51,0.000828,UP,Microarray,26793951
20,NFS1,prefrontal cortex,-0.14,0.0000138,DOWN,microarray transcriptomics,26793951
1,NHLH1,prefrontal cortex,0.52,0.00041,UP,RNA-Seq,26793951
13,NHLRC3,prefrontal cortex,-0.39,0.000341,DOWN,RNA-Seq,26793951
11,NLRP6,prefrontal cortex,0.73,0.00218,UP,RNA-Seq,26793951
5,NNT,prefrontal cortex,-0.08,0.00241,DOWN,microarray transcriptomics,26793951
12,NOP2,prefrontal cortex,0.33,0.00099,UP,RNA-Seq,26793951
7,NOS3,prefrontal cortex,0.62,0.000853,UP,RNA-Seq,26793951
14,NOVA1,prefrontal cortex,-0.1,0.000213,DOWN,microarray transcriptomics,26793951
11,NPAT,prefrontal cortex,-0.25,0.00302,DOWN,RNA-Seq,26793951
7,NPC1L1,prefrontal cortex,1.14,0.0000012,UP,RNA-Seq,26793951
17,NPEPPS,prefrontal cortex,0.07,0.00312,UP,microarray transcriptomics,26793951
12,NPFF,prefrontal cortex,0.58,0.000284,UP,RNA-Seq,26793951
16,NPIPB7,prefrontal cortex,0.7,0.000611,UP,RNA-Seq,26793951
7,NPTX2,prefrontal cortex,-0.23,0.00175,DOWN,microarray transcriptomics,26793951
11,NR1H3,prefrontal cortex,0.26,0.00185,UP,RNA-Seq,26793951
3,NR2C2,prefrontal cortex,-0.41,0.00035,DOWN,RNA-Seq,26793951
10,NRBF2,prefrontal cortex,-0.08,0.00226,DOWN,microarray transcriptomics,26793951
X,NRK,prefrontal cortex,-0.99,0.0000277,DOWN,RNA-Seq,26793951
6,NRN1,prefrontal cortex,-0.11,0.00437,DOWN,microarray transcriptomics,26793951
3,NSUN3,prefrontal cortex,-0.42,0.000013,DOWN,RNA-Seq,26793951
17,NT5C,prefrontal cortex,0.2,0.0000749,UP,microarray transcriptomics,26793951
11,NTM,prefrontal cortex,-0.09,0.00608,DOWN,microarray transcriptomics,26793951
19,NUCB1,prefrontal cortex,-0.16,0.0006,DOWN,microarray transcriptomics,26793951
11,NUCB2,prefrontal cortex,0.46,0.0000431,UP,Microarray,26793951
1,NUCKS1,prefrontal cortex,-0.25,0.00135,DOWN,RNA-Seq,26793951
6,NUDT3,prefrontal cortex,0.14,0.00184,UP,microarray transcriptomics,26793951
4,NUDT9,prefrontal cortex,0.3,0.000385,UP,Microarray,26793951
17,NUFIP2,prefrontal cortex,0.19,0.000897,UP,Microarray,26793951
1,NUP133,prefrontal cortex,-0.23,0.00288,DOWN,RNA-Seq,26793951
5,NUP155,prefrontal cortex,-0.25,0.00149,DOWN,RNA-Seq,26793951
1,NUP210L,prefrontal cortex,0.75,0.0000597,UP,RNA-Seq,26793951
17,NUP88,prefrontal cortex,0.23,0.000204,UP,Microarray,26793951
16,NUPR1,prefrontal cortex,0.82,0.0000159,UP,RNA-Seq,26793951
10,NUTM2A,prefrontal cortex,-0.75,0.0000448,DOWN,RNA-Seq,26793951
17,NXN,prefrontal cortex,0.42,0.00119,UP,RNA-Seq,26793951
16,OGFOD1,prefrontal cortex,-0.16,0.00142,DOWN,RNA-Seq,26793951
10,OIT3,prefrontal cortex,0.78,0.00116,UP,RNA-Seq,26793951
9,OLFM1,prefrontal cortex,-0.14,0.000374,DOWN,microarray transcriptomics,26793951
3,OPA1,prefrontal cortex,-0.28,0.00101,DOWN,RNA-Seq,26793951
3,OPA1,prefrontal cortex,-0.07,0.00511,DOWN,microarray transcriptomics,26793951
6,OR2H2,prefrontal cortex,0.67,0.000324,UP,RNA-Seq,26793951
19,OR7A5,prefrontal cortex,0.88,0.000172,UP,RNA-Seq,26793951
19,OR7C1,prefrontal cortex,0.79,0.000722,UP,RNA-Seq,26793951
6,ORC3,prefrontal cortex,-0.21,0.00214,DOWN,RNA-Seq,26793951
1,OSBPL9,prefrontal cortex,-0.34,0.000609,DOWN,RNA-Seq,26793951
8,OSGIN2,prefrontal cortex,0.43,0.000454,UP,Microarray,26793951
3,OSTN,prefrontal cortex,-0.65,0.00101,DOWN,RNA-Seq,26793951
2,OTOS,prefrontal cortex,0.9,0.00000579,UP,RNA-Seq,26793951
11,OTUB1,prefrontal cortex,0.05,0.00612,UP,microarray transcriptomics,26793951
19,P2RY11,prefrontal cortex,0.3,0.00253,UP,RNA-Seq,26793951
10,P4HA1,prefrontal cortex,0.53,0.000678,UP,RNA-Seq,26793951
5,P4HA2,prefrontal cortex,0.7,1.82E-08,UP,RNA-Seq,26793951
X,PAK3,prefrontal cortex,-0.65,0.000974,DOWN,RNA-Seq,26793951
10,PALD1,prefrontal cortex,0.37,0.000543,UP,RNA-Seq,26793951
19,PALM3,prefrontal cortex,0.5,0.000839,UP,RNA-Seq,26793951
5,PAPD4,prefrontal cortex,-0.29,0.00288,DOWN,RNA-Seq,26793951
10,PARD3,prefrontal cortex,0.54,0.000685,UP,RNA-Seq,26793951
18,PARD6G,prefrontal cortex,0.5,0.000435,UP,RNA-Seq,26793951
22,PARVG,prefrontal cortex,0.68,0.000066,UP,RNA-Seq,26793951
2,PAX3,prefrontal cortex,-0.81,0.000403,DOWN,RNA-Seq,26793951
7,PAX4,prefrontal cortex,-0.54,0.000236,DOWN,Microarray,26793951
10,PCBD1,prefrontal cortex,0.34,0.00131,UP,RNA-Seq,26793951
3,PCCB,prefrontal cortex,-0.29,0.00305,DOWN,RNA-Seq,26793951
2,PCGF1,prefrontal cortex,0.23,0.00299,UP,RNA-Seq,26793951
11,PCNXL3,prefrontal cortex,-0.34,0.000307,DOWN,Microarray,26793951
7,PCOLCE,prefrontal cortex,0.65,0.000281,UP,RNA-Seq,26793951
1,PCP4L1,prefrontal cortex,-0.29,0.00241,DOWN,microarray transcriptomics,26793951
17,PCTP,prefrontal cortex,0.26,0.00239,UP,RNA-Seq,26793951
5,PCYOX1L,prefrontal cortex,-0.4,0.00122,DOWN,RNA-Seq,26793951
3,PDCD6IP,prefrontal cortex,-0.07,0.00155,DOWN,microarray transcriptomics,26793951
6,PDE10A,prefrontal cortex,-0.68,0.000264,DOWN,RNA-Seq,26793951
2,PDE11A,prefrontal cortex,-0.63,0.00153,DOWN,RNA-Seq,26793951
1,PDE4DIP,prefrontal cortex,0.37,0.000399,UP,Microarray,26793951
8,PDE7A,prefrontal cortex,-0.3,0.00214,DOWN,RNA-Seq,26793951
4,PDGFC,prefrontal cortex,0.36,0.000434,UP,Microarray,26793951
5,PDGFRB,prefrontal cortex,0.46,0.00154,UP,RNA-Seq,26793951
8,PDGFRL,prefrontal cortex,0.73,0.0000214,UP,Microarray,26793951
8,PDGFRL,prefrontal cortex,0.43,0.00198,UP,RNA-Seq,26793951
11,PDHX,prefrontal cortex,-0.09,0.000942,DOWN,microarray transcriptomics,26793951
2,PDIA6,prefrontal cortex,0.34,0.000541,UP,Microarray,26793951
21,PDXK,prefrontal cortex,0.12,0.0018,UP,microarray transcriptomics,26793951
1,PEAR1,prefrontal cortex,0.7,0.0000176,UP,RNA-Seq,26793951
12,PEBP1,prefrontal cortex,0.05,0.00527,UP,microarray transcriptomics,26793951
2,PECR,prefrontal cortex,-0.29,0.00155,DOWN,RNA-Seq,26793951
8,PENK,prefrontal cortex,-1.03,0.000015,DOWN,RNA-Seq,26793951
17,PEX12,prefrontal cortex,0.27,0.000775,UP,Microarray,26793951
1,PEX19,prefrontal cortex,-0.15,0.000812,DOWN,microarray transcriptomics,26793951
21,PFKL,prefrontal cortex,0.08,0.00391,UP,microarray transcriptomics,26793951
4,PGM2,prefrontal cortex,0.45,0.000712,UP,Microarray,26793951
17,PHB,prefrontal cortex,-0.07,0.00138,DOWN,microarray transcriptomics,26793951
12,PHB2,prefrontal cortex,-0.07,0.00297,DOWN,microarray transcriptomics,26793951
6,PHF1,prefrontal cortex,0.27,0.000654,UP,RNA-Seq,26793951
11,PHF21A,prefrontal cortex,0.29,0.00114,UP,RNA-Seq,26793951
3,PHF7,prefrontal cortex,-0.46,0.000486,DOWN,RNA-Seq,26793951
16,PHKB,prefrontal cortex,-0.23,0.000672,DOWN,RNA-Seq,26793951
9,PHPT1,prefrontal cortex,0.23,0.0000198,UP,Microarray,26793951
2,PIGF,prefrontal cortex,0.29,0.000921,UP,Microarray,26793951
21,PIGP,prefrontal cortex,-0.24,0.00297,DOWN,RNA-Seq,26793951
18,PIK3C3,prefrontal cortex,-0.21,0.0016,DOWN,RNA-Seq,26793951
19,PIK3R2,prefrontal cortex,0.5,0.000979,UP,RNA-Seq,26793951
17,PIK3R5,prefrontal cortex,0.48,0.00206,UP,RNA-Seq,26793951
22,PKDREJ,prefrontal cortex,-0.65,0.00148,DOWN,RNA-Seq,26793951
9,PKN3,prefrontal cortex,0.56,0.0011,UP,RNA-Seq,26793951
3,PLA1A,prefrontal cortex,0.73,0.00109,UP,RNA-Seq,26793951
9,PLAA,prefrontal cortex,-0.23,0.000362,DOWN,RNA-Seq,26793951
8,PLAG1,prefrontal cortex,-0.53,0.000059,DOWN,RNA-Seq,26793951
19,PLAUR,prefrontal cortex,0.58,0.000652,UP,RNA-Seq,26793951
20,PLCB1,prefrontal cortex,-0.11,0.000212,DOWN,microarray transcriptomics,26793951
11,PLCB3,prefrontal cortex,0.4,0.00182,UP,RNA-Seq,26793951
20,PLCG1,prefrontal cortex,0.37,0.00136,UP,RNA-Seq,26793951
7,PLEKHA8,prefrontal cortex,-0.36,0.000353,DOWN,RNA-Seq,26793951
2,PLEKHB2,prefrontal cortex,-0.24,0.00309,DOWN,RNA-Seq,26793951
5,PLEKHG4B,prefrontal cortex,0.82,0.000235,UP,RNA-Seq,26793951
17,PLEKHH3,prefrontal cortex,0.36,0.00101,UP,RNA-Seq,26793951
2,PLEKHM3,prefrontal cortex,-0.9,0.000028,DOWN,RNA-Seq,26793951
1,PLEKHN1,prefrontal cortex,0.75,0.00163,UP,RNA-Seq,26793951
19,PLIN4,prefrontal cortex,0.73,0.0000397,UP,RNA-Seq,26793951
19,PLIN5,prefrontal cortex,0.54,0.00126,UP,RNA-Seq,26793951
4,PLK4,prefrontal cortex,-0.53,0.000621,DOWN,RNA-Seq,26793951
1,PLOD1,prefrontal cortex,0.52,0.00000852,UP,RNA-Seq,26793951
4,PLRG1,prefrontal cortex,-0.28,0.000149,DOWN,RNA-Seq,26793951
X,PLS3,prefrontal cortex,-0.33,0.00193,DOWN,RNA-Seq,26793951
19,PLVAP,prefrontal cortex,-0.6,0.000376,DOWN,Microarray,26793951
12,PLXNC1,prefrontal cortex,0.17,0.00482,UP,microarray transcriptomics,26793951
7,PMS2,prefrontal cortex,-0.44,0.000526,DOWN,RNA-Seq,26793951
14,PNP,prefrontal cortex,0.56,0.000533,UP,RNA-Seq,26793951
11,PNPLA2,prefrontal cortex,0.36,0.000419,UP,RNA-Seq,26793951
19,PNPLA6,prefrontal cortex,0.33,0.00131,UP,RNA-Seq,26793951
6,PNRC1,prefrontal cortex,0.4,0.0000316,UP,RNA-Seq,26793951
5,POC5,prefrontal cortex,-0.47,0.00011,DOWN,RNA-Seq,26793951
7,PODXL,prefrontal cortex,-0.09,0.000854,DOWN,microarray transcriptomics,26793951
3,POLR2H,prefrontal cortex,0.29,0.0000803,UP,RNA-Seq,26793951
7,POLR2J2,prefrontal cortex,-0.45,0.00075,DOWN,Microarray,26793951
12,POLR3B,prefrontal cortex,-0.23,0.000972,DOWN,RNA-Seq,26793951
12,POP5,prefrontal cortex,0.31,0.000368,UP,Microarray,26793951
-,PP12708,prefrontal cortex,-0.74,0.00193,DOWN,RNA-Seq,26793951
5,PPAP2A,prefrontal cortex,0.38,0.0000144,UP,Microarray,26793951
4,PPBP,prefrontal cortex,0.81,0.000649,UP,RNA-Seq,26793951
15,PPCDC,prefrontal cortex,-0.32,0.000782,DOWN,Microarray,26793951
14,PPIL5,prefrontal cortex,0.21,0.00069,UP,Microarray,26793951
17,PPM1E,prefrontal cortex,-0.73,0.00101,DOWN,RNA-Seq,26793951
12,PPM1H,prefrontal cortex,-0.3,0.00101,DOWN,RNA-Seq,26793951
3,PPM1L,prefrontal cortex,-0.18,0.0048,DOWN,microarray transcriptomics,26793951
19,PPM1N,prefrontal cortex,0.41,0.000831,UP,RNA-Seq,26793951
12,PPP1CC,prefrontal cortex,0.33,0.000308,UP,Microarray,26793951
1,PPP1R12B,prefrontal cortex,-0.34,0.000482,DOWN,RNA-Seq,26793951
6,PPP1R18,prefrontal cortex,0.49,0.000892,UP,RNA-Seq,26793951
20,PPP1R3D,prefrontal cortex,0.35,0.000712,UP,RNA-Seq,26793951
6,PPP1R3G,prefrontal cortex,0.52,0.00235,UP,RNA-Seq,26793951
16,PPP4C,prefrontal cortex,0.24,0.00162,UP,RNA-Seq,26793951
5,PPWD1,prefrontal cortex,-0.33,0.0000568,DOWN,RNA-Seq,26793951
5,PRELID2,prefrontal cortex,-0.29,0.000562,DOWN,Microarray,26793951
1,PRELP,prefrontal cortex,0.57,0.00183,UP,RNA-Seq,26793951
X,PRICKLE3,prefrontal cortex,0.45,0.00193,UP,RNA-Seq,26793951
6,PRICKLE4,prefrontal cortex,0.55,0.00000167,UP,RNA-Seq,26793951
5,PRKAA1,prefrontal cortex,-0.38,0.000216,DOWN,RNA-Seq,26793951
12,PRKAB1,prefrontal cortex,-0.08,0.00613,DOWN,microarray transcriptomics,26793951
19,PRKD2,prefrontal cortex,0.44,0.000363,UP,RNA-Seq,26793951
2,PRKD3,prefrontal cortex,0.53,0.000817,UP,Microarray,26793951
X,PRKX,prefrontal cortex,0.56,0.00101,UP,RNA-Seq,26793951
10,PRLHR,prefrontal cortex,-0.53,0.000252,DOWN,Microarray,26793951
10,PRLHR,prefrontal cortex,-0.63,0.00221,DOWN,RNA-Seq,26793951
1,PRMT6,prefrontal cortex,-0.38,0.0000309,DOWN,RNA-Seq,26793951
2,PROC,prefrontal cortex,0.42,0.00108,UP,RNA-Seq,26793951
10,PROSER2,prefrontal cortex,0.55,0.000789,UP,RNA-Seq,26793951
19,PRR19,prefrontal cortex,0.37,0.00282,UP,RNA-Seq,26793951
16,PRR35,prefrontal cortex,-0.95,0.0000244,DOWN,RNA-Seq,26793951
1,PRUNE,prefrontal cortex,0.17,0.00209,UP,RNA-Seq,26793951
9,PRUNE2,prefrontal cortex,-0.12,0.000286,DOWN,microarray transcriptomics,26793951
9,PRUNE2,prefrontal cortex,-0.36,0.00195,DOWN,RNA-Seq,26793951
19,PRX,prefrontal cortex,0.58,0.000222,UP,RNA-Seq,26793951
15,PSMA4,prefrontal cortex,0.05,0.00224,UP,microarray transcriptomics,26793951
1,PSMB2,prefrontal cortex,-0.18,0.00213,DOWN,RNA-Seq,26793951
20,PSMF1,prefrontal cortex,0.11,0.000885,UP,microarray transcriptomics,26793951
13,PSPC1,prefrontal cortex,-0.14,0.000306,DOWN,microarray transcriptomics,26793951
7,PSPH,prefrontal cortex,-0.51,0.000634,DOWN,Microarray,26793951
19,PSPN,prefrontal cortex,0.4,0.000465,UP,RNA-Seq,26793951
19,PTBP1,prefrontal cortex,0.34,0.000215,UP,RNA-Seq,26793951
5,PTCD2,prefrontal cortex,-0.3,0.00112,DOWN,RNA-Seq,26793951
2,PTCD3,prefrontal cortex,-0.15,0.00251,DOWN,RNA-Seq,26793951
3,PTH1R,prefrontal cortex,0.53,0.000298,UP,RNA-Seq,26793951
12,PTMS,prefrontal cortex,-0.15,0.00606,DOWN,microarray transcriptomics,26793951
19,PTOV1,prefrontal cortex,0.4,0.00024,UP,RNA-Seq,26793951
8,PTP4A3,prefrontal cortex,-0.36,0.00034,DOWN,Microarray,26793951
20,PTPRA,prefrontal cortex,0.1,0.00369,UP,microarray transcriptomics,26793951
9,PTPRD,prefrontal cortex,-0.44,0.000335,DOWN,Microarray,26793951
19,PTPRH,prefrontal cortex,-0.51,0.000991,DOWN,Microarray,26793951
5,PURA,prefrontal cortex,-0.07,0.00188,DOWN,microarray transcriptomics,26793951
11,PUS3,prefrontal cortex,0.3,0.000189,UP,RNA-Seq,26793951
22,PVALB,prefrontal cortex,-0.5,0.000663,DOWN,microarray transcriptomics,26793951
12,PWP1,prefrontal cortex,-0.21,0.00307,DOWN,RNA-Seq,26793951
6,PXDC1,prefrontal cortex,0.46,0.00238,UP,RNA-Seq,26793951
20,PYGB,prefrontal cortex,0.08,0.00473,UP,microarray transcriptomics,26793951
1,PYGO2,prefrontal cortex,0.19,0.00267,UP,RNA-Seq,26793951
